yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2021,CHN,NL,stewako01,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2020,CHA,AL,stievjo01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,CHA,AL,stievjo01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,ARI,NL,stitema01,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2019,TEX,AL,stjohlo01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,stjohlo01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,SDN,NL,stockro01,32,0,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2019,SDN,NL,stockro01,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2020,BOS,AL,stockro01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2021,CHN,NL,stockro01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYN,NL,stockro01,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,PIT,NL,stoketr01,8,4,8,4,0,0,0,0,0,0,0,0,4,4,0,4,0
2023,LAN,NL,stonega01,8,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2024,LAN,NL,stonega01,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2015,WAS,NL,storedr01,58,0,53,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2016,SEA,AL,storedr01,19,0,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2016,TOR,AL,storedr01,38,0,4,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2017,CIN,NL,storedr01,58,0,55,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2016,COL,NL,storytr01,97,94,97,96,0,0,0,0,0,96,0,0,0,0,0,2,0
2017,COL,NL,storytr01,145,133,145,142,0,0,0,0,0,142,0,0,0,0,0,6,1
2018,COL,NL,storytr01,157,156,157,156,0,0,0,0,0,156,0,0,0,0,0,1,0
2019,COL,NL,storytr01,145,144,145,144,0,0,0,0,0,144,0,0,0,0,0,1,0
2020,COL,NL,storytr01,59,59,59,57,0,0,0,0,0,57,0,0,0,0,2,0,0
2021,COL,NL,storytr01,142,139,142,138,0,0,0,0,0,138,0,0,0,0,1,3,0
2022,BOS,AL,storytr01,94,92,94,94,0,0,0,94,0,0,0,0,0,0,0,0,1
2023,BOS,AL,storytr01,43,41,43,37,0,0,0,1,0,36,0,0,0,0,6,0,2
2024,BOS,AL,storytr01,26,26,26,26,0,0,0,0,0,26,0,0,0,0,0,0,0
2022,PHI,NL,stottbr01,127,118,127,125,0,0,0,47,2,83,0,0,0,0,0,6,1
2023,PHI,NL,stottbr01,151,144,151,149,0,0,0,149,0,0,0,0,0,0,1,7,0
2024,PHI,NL,stottbr01,148,134,148,144,0,0,0,137,0,14,0,0,0,0,1,13,0
2023,CIN,NL,stoudle01,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,KCA,AL,stouter01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,stouter01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,stouter01,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,stoweky01,34,24,34,25,0,0,0,0,0,0,13,0,12,25,6,6,2
2023,BAL,AL,stoweky01,14,9,14,10,0,0,0,0,0,0,4,0,6,10,0,2,2
2024,BAL,AL,stoweky01,19,9,19,12,0,0,0,0,0,0,7,0,8,12,2,5,2
2024,MIA,NL,stoweky01,50,41,50,47,0,0,0,0,0,0,36,13,7,47,0,7,0
2016,KCA,AL,strahma01,21,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2017,KCA,AL,strahma01,24,3,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2018,SDN,NL,strahma01,41,4,39,41,41,0,0,0,0,0,0,0,0,0,0,0,0
2019,SDN,NL,strahma01,47,16,45,46,46,0,0,0,0,0,0,0,0,0,0,1,0
2020,SDN,NL,strahma01,19,0,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2021,SDN,NL,strahma01,6,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,strahma01,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2023,PHI,NL,strahma01,56,10,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0
2024,PHI,NL,strahma01,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2015,HOU,AL,straida01,4,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2016,CIN,NL,straida01,34,31,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIA,NL,straida01,33,33,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2018,MIA,NL,straida01,26,23,25,23,23,0,0,0,0,0,0,0,0,0,0,2,1
2019,BAL,AL,straida01,14,8,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2015,WAS,NL,strasst01,23,23,22,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2016,WAS,NL,strasst01,24,24,22,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2017,WAS,NL,strasst01,28,28,26,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2018,WAS,NL,strasst01,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2019,WAS,NL,strasst01,34,33,33,33,33,0,0,0,0,0,0,0,0,0,0,1,0
2020,WAS,NL,strasst01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,WAS,NL,strasst01,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,strasst01,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,SFN,NL,stratch01,7,0,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,stratch01,13,10,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2018,SFN,NL,stratch01,28,26,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2019,LAA,AL,stratch01,7,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2019,PIT,NL,stratch01,28,0,26,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2020,PIT,NL,stratch01,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2021,PIT,NL,stratch01,68,0,65,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,stratch01,40,1,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,stratch01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2023,SLN,NL,stratch01,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0
2023,TEX,AL,stratch01,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2024,KCA,AL,stratch01,57,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2023,PIT,NL,strathu01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2024,PIT,NL,strathu01,36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
2015,TEX,AL,straury01,31,14,31,19,0,0,0,0,0,0,18,0,1,19,6,1,12
2018,HOU,AL,strawmy01,9,2,9,9,0,0,0,0,0,0,1,3,5,9,0,0,4
2019,HOU,AL,strawmy01,56,27,56,46,0,0,0,4,0,26,8,11,2,18,3,6,14
2020,HOU,AL,strawmy01,33,19,33,28,0,0,0,0,0,1,0,27,0,27,2,2,6
2021,CLE,AL,strawmy01,60,56,60,60,0,0,0,0,0,0,0,60,0,60,0,2,0
2021,HOU,AL,strawmy01,98,93,98,96,0,0,0,0,0,0,0,96,0,96,0,0,2
2022,CLE,AL,strawmy01,152,144,152,152,0,0,0,0,0,0,0,152,0,152,0,3,1
2023,CLE,AL,strawmy01,147,137,147,145,0,0,0,0,0,0,0,145,0,145,0,0,6
2024,CLE,AL,strawmy01,7,1,7,5,0,0,0,0,0,0,0,5,0,5,2,1,3
2015,LAA,AL,streehu01,62,0,4,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAA,AL,streehu01,26,0,2,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAA,AL,streehu01,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,SFN,NL,strichu01,55,0,52,55,55,0,0,0,0,0,0,0,0,0,0,0,0
2016,SFN,NL,strichu01,72,0,69,72,72,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,strichu01,68,0,66,68,68,0,0,0,0,0,0,0,0,0,0,0,0
2018,SFN,NL,strichu01,49,0,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0
2019,SEA,AL,strichu01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2019,WAS,NL,strichu01,24,0,23,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2020,NYN,NL,strichu01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2021,LAA,AL,strichu01,9,0,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2021,MIL,NL,strichu01,35,0,31,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2021,TBA,AL,strichu01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,strichu01,66,0,1,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2024,LAA,AL,strichu01,72,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0
2021,ATL,NL,stridsp01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,stridsp01,31,20,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2023,ATL,NL,stridsp01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2024,ATL,NL,stridsp01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2016,LAN,NL,stripro01,22,14,19,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2017,LAN,NL,stripro01,51,2,48,49,49,0,0,0,0,0,0,0,0,0,0,0,2
2018,LAN,NL,stripro01,36,21,35,33,33,0,0,0,0,0,0,0,0,0,0,0,3
2019,LAN,NL,stripro01,32,15,27,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2020,LAN,NL,stripro01,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2020,TOR,AL,stripro01,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2021,TOR,AL,stripro01,24,19,3,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOR,AL,stripro01,32,24,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2023,SFN,NL,stripro01,22,11,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2024,OAK,AL,stripro01,22,14,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2015,TOR,AL,stromma01,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2016,TOR,AL,stromma01,32,32,2,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2017,TOR,AL,stromma01,34,33,3,33,33,0,0,0,0,0,0,0,0,0,0,1,0
2018,TOR,AL,stromma01,19,19,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2019,NYN,NL,stromma01,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2019,TOR,AL,stromma01,21,21,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2021,NYN,NL,stromma01,33,33,30,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,stromma01,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2023,CHN,NL,stromma01,27,25,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYA,AL,stromma01,30,29,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2015,CHN,NL,stroppe01,76,0,73,76,76,0,0,0,0,0,0,0,0,0,0,0,0
2016,CHN,NL,stroppe01,55,0,52,55,54,0,0,0,0,0,1,0,0,1,0,0,0
2017,CHN,NL,stroppe01,69,0,65,69,69,0,0,0,0,0,0,0,0,0,0,0,0
2018,CHN,NL,stroppe01,60,0,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2019,CHN,NL,stroppe01,50,0,47,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2020,CIN,NL,stroppe01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2021,CHN,NL,stroppe01,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,strzepe01,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2023,ARI,NL,strzepe01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,MIL,NL,strzepe01,36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
2024,CLE,AL,strzepe01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2015,COL,NL,stubbdr01,51,21,51,40,0,0,0,0,0,0,13,25,4,40,0,16,1
2015,TEX,AL,stubbdr01,27,5,27,24,0,0,0,0,0,0,8,17,0,24,1,1,7
2016,ATL,NL,stubbdr01,20,8,20,13,0,0,0,0,0,0,4,10,0,13,0,5,5
2016,BAL,AL,stubbdr01,20,6,20,18,0,0,0,0,0,0,6,1,13,18,1,4,5
2016,TEX,AL,stubbdr01,19,6,19,18,0,0,0,0,0,0,9,4,6,18,1,0,6
2017,SFN,NL,stubbdr01,10,6,10,10,0,0,0,0,0,0,0,10,0,10,0,0,1
2019,HOU,AL,stubbga01,19,6,19,17,0,11,0,0,0,0,7,0,1,7,0,3,4
2020,HOU,AL,stubbga01,14,1,14,11,0,8,0,0,0,0,3,0,0,3,0,2,3
2021,HOU,AL,stubbga01,18,7,18,16,0,14,0,0,0,0,2,0,0,2,0,5,1
2022,PHI,NL,stubbga01,50,32,46,46,4,41,0,0,0,0,1,0,0,1,4,2,4
2023,PHI,NL,stubbga01,41,32,41,41,0,40,0,0,0,0,1,0,0,1,0,3,0
2024,PHI,NL,stubbga01,56,47,54,55,4,52,0,0,0,0,0,0,0,0,0,1,1
2015,ATL,NL,stulter01,9,8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2016,PHI,NL,stumpda01,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2017,DET,AL,stumpda01,55,0,6,55,55,0,0,0,0,0,0,0,0,0,0,0,0
2018,DET,AL,stumpda01,56,0,4,56,56,0,0,0,0,0,0,0,0,0,0,0,0
2019,DET,AL,stumpda01,48,0,5,48,48,0,0,0,0,0,0,0,0,0,0,0,0
2016,TBA,AL,sturdty01,16,0,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2016,SFN,NL,suareal01,22,12,20,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2017,SFN,NL,suareal01,18,0,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2024,BAL,AL,suareal01,32,24,1,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2018,SFN,NL,suarean01,29,29,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2019,SFN,NL,suarean01,21,2,19,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2020,SFN,NL,suarean01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2023,SLN,NL,suarean01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2015,CIN,NL,suareeu01,97,95,97,96,0,0,0,0,1,96,0,0,0,0,0,2,0
2016,CIN,NL,suareeu01,159,151,159,152,0,0,0,0,151,2,0,0,0,0,1,6,0
2017,CIN,NL,suareeu01,156,149,156,153,0,0,0,0,153,1,0,0,0,0,0,4,0
2018,CIN,NL,suareeu01,143,141,143,143,0,0,0,0,143,3,0,0,0,0,0,1,0
2019,CIN,NL,suareeu01,159,152,159,158,0,0,0,0,158,0,0,0,0,0,1,5,1
2020,CIN,NL,suareeu01,57,57,57,57,0,0,0,0,57,0,0,0,0,0,0,0,0
2021,CIN,NL,suareeu01,145,134,145,135,0,0,0,0,104,34,0,0,0,0,0,10,0
2022,SEA,AL,suareeu01,150,147,150,130,0,0,0,0,130,0,0,0,0,0,19,3,0
2023,SEA,AL,suareeu01,162,161,162,159,0,0,0,0,159,0,0,0,0,0,3,0,0
2024,ARI,NL,suareeu01,158,157,158,155,0,0,0,0,155,0,0,0,0,0,3,0,0
2019,LAA,AL,suarejo01,19,15,1,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2020,LAA,AL,suarejo01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021,LAA,AL,suarejo01,23,14,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,suarejo01,22,20,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2023,LAA,AL,suarejo01,11,7,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2024,LAA,AL,suarejo01,22,3,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2018,PHI,NL,suarera01,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2019,PHI,NL,suarera01,37,0,34,37,37,0,0,0,0,0,0,0,0,0,0,0,0
2020,PHI,NL,suarera01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,PHI,NL,suarera01,39,12,35,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,suarera01,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2023,PHI,NL,suarera01,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2024,PHI,NL,suarera01,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,suarero01,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0
2023,SDN,NL,suarero01,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2024,SDN,NL,suarero01,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2015,SEA,AL,sucreje01,52,43,50,52,2,50,0,0,0,0,0,0,0,0,0,0,0
2016,SEA,AL,sucreje01,9,8,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0
2017,TBA,AL,sucreje01,63,51,62,62,1,61,0,0,0,0,0,0,0,0,0,2,0
2018,TBA,AL,sucreje01,73,52,73,73,2,71,0,0,0,0,0,0,0,0,0,0,1
2019,BAL,AL,sucreje01,21,17,20,19,1,18,1,0,0,0,0,0,0,0,1,2,0
2018,WAS,NL,suerowa01,40,0,38,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2019,WAS,NL,suerowa01,78,0,75,78,78,0,0,0,0,0,0,0,0,0,0,0,0
2020,WAS,NL,suerowa01,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2021,WAS,NL,suerowa01,45,0,43,45,45,0,0,0,0,0,0,0,0,0,0,0,0
2023,LAN,NL,suerowa01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HOU,AL,suerowa01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,SDN,NL,sullibr01,33,24,33,32,0,31,0,0,1,0,0,0,0,0,0,4,1
2024,SDN,NL,sullibr01,7,4,7,7,0,5,2,0,0,0,0,0,0,0,0,2,0
2022,BAL,AL,sulsebe01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,sulsebe01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2019,TBA,AL,sulseco01,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2020,BAL,AL,sulseco01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2021,BAL,AL,sulseco01,60,0,4,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,sulseco01,39,0,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2023,ARI,NL,sulseco01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2024,NYN,NL,sulseco01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2024,TBA,AL,sulseco01,6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2015,LAN,NL,surkaer01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,OAK,AL,surkaer01,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2015,SFN,NL,susacan01,52,33,52,40,0,40,0,0,0,0,0,0,0,0,0,13,0
2016,MIL,NL,susacan01,9,4,9,6,0,6,0,0,0,0,0,0,0,0,0,3,0
2017,MIL,NL,susacan01,8,2,8,2,0,2,0,0,0,0,0,0,0,0,0,6,0
2018,BAL,AL,susacan01,9,7,9,7,0,7,0,0,0,0,0,0,0,0,0,2,0
2020,PIT,NL,susacan01,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,MIL,NL,suterbr01,14,2,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIL,NL,suterbr01,23,14,21,22,22,0,0,0,0,0,0,0,0,0,0,0,1
2018,MIL,NL,suterbr01,21,18,19,20,20,0,0,0,0,0,0,0,0,0,0,0,1
2019,MIL,NL,suterbr01,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2020,MIL,NL,suterbr01,16,4,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2021,MIL,NL,suterbr01,61,1,60,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,suterbr01,54,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2023,COL,NL,suterbr01,57,2,1,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2024,CIN,NL,suterbr01,47,3,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,suwinja01,106,91,106,103,0,0,0,0,0,0,56,19,38,103,1,6,3
2023,PIT,NL,suwinja01,144,128,144,139,0,0,0,0,0,0,16,120,28,164,3,8,2
2024,PIT,NL,suwinja01,88,67,88,85,0,0,0,0,0,0,34,45,21,85,0,12,1
2015,MIA,NL,suzukic01,153,89,153,109,1,0,0,0,0,0,30,7,73,109,3,45,0
2016,MIA,NL,suzukic01,143,62,143,78,0,0,0,0,0,0,14,14,54,78,3,70,0
2017,MIA,NL,suzukic01,136,22,136,33,0,0,0,0,0,0,9,10,16,33,1,109,1
2018,SEA,AL,suzukic01,15,13,15,12,0,0,0,0,0,0,11,0,1,12,2,1,1
2019,SEA,AL,suzukic01,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0
2015,MIN,AL,suzukku01,131,123,131,130,0,130,0,0,0,0,0,0,0,0,0,3,0
2016,MIN,AL,suzukku01,106,96,106,99,0,99,0,0,0,0,0,0,0,0,4,7,0
2017,ATL,NL,suzukku01,81,71,81,77,0,77,0,0,0,0,0,0,0,0,0,7,0
2018,ATL,NL,suzukku01,105,87,105,93,0,93,0,0,0,0,0,0,0,0,4,10,0
2019,WAS,NL,suzukku01,85,70,85,75,0,75,0,0,0,0,0,0,0,0,0,13,0
2020,WAS,NL,suzukku01,33,32,33,30,0,30,0,0,0,0,0,0,0,0,3,1,0
2021,LAA,AL,suzukku01,72,63,72,69,0,69,0,0,0,0,0,0,0,0,0,6,1
2022,LAA,AL,suzukku01,51,42,51,44,0,43,1,0,0,0,0,0,0,0,2,7,0
2022,CHN,NL,suzukse01,111,105,111,106,0,0,0,0,0,0,0,0,106,106,1,5,0
2023,CHN,NL,suzukse01,138,135,138,132,0,0,0,0,0,0,0,0,132,132,5,1,1
2024,CHN,NL,suzukse01,132,131,132,73,0,0,0,0,0,0,1,0,72,73,59,1,0
2022,PIT,NL,swaggtr01,5,3,5,4,0,0,0,0,0,0,3,1,0,4,1,1,1
2016,ATL,NL,swansda01,38,36,38,37,0,0,0,0,0,37,0,0,0,0,0,1,0
2017,ATL,NL,swansda01,144,135,144,142,0,0,0,0,0,142,0,0,0,0,0,2,3
2018,ATL,NL,swansda01,136,132,136,136,0,0,0,0,0,136,0,0,0,0,0,1,0
2019,ATL,NL,swansda01,127,123,127,126,0,0,0,0,0,126,0,0,0,0,0,1,0
2020,ATL,NL,swansda01,60,60,60,60,0,0,0,0,0,60,0,0,0,0,0,0,0
2021,ATL,NL,swansda01,160,158,160,159,0,0,0,0,0,159,0,0,0,0,0,2,0
2022,ATL,NL,swansda01,162,162,162,161,0,0,0,0,0,161,0,0,0,0,0,0,0
2023,CHN,NL,swansda01,147,147,147,147,0,0,0,0,0,147,0,0,0,0,0,0,0
2024,CHN,NL,swansda01,149,146,149,148,0,0,0,0,0,148,0,0,0,0,0,2,0
2019,SEA,AL,swanser01,27,8,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2020,SEA,AL,swanser01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2021,SEA,AL,swanser01,33,2,4,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,swanser01,57,1,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2023,TOR,AL,swanser01,69,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0
2024,TOR,AL,swanser01,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,swarmma01,11,5,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2015,CLE,AL,swarzan01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2016,NYA,AL,swarzan01,26,0,4,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2017,CHA,AL,swarzan01,41,0,3,41,41,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIL,NL,swarzan01,29,0,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2018,NYN,NL,swarzan01,29,0,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2019,ATL,NL,swarzan01,44,0,41,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2019,SEA,AL,swarzan01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2021,ARI,NL,swarzan01,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2021,KCA,AL,swarzan01,7,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2015,PHI,NL,sweenda02,37,21,37,24,0,0,0,9,1,0,12,2,1,14,0,14,1
2018,TOR,AL,sweenda02,2,1,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0
2024,DET,AL,sweentr01,36,33,36,36,0,0,0,0,0,36,0,0,0,0,0,0,0
2023,OAK,AL,sweetde01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2023,SEA,AL,sweetde01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2015,BOS,AL,swihabl01,84,78,84,83,0,83,0,0,0,0,0,0,0,0,0,4,0
2016,BOS,AL,swihabl01,19,19,19,19,0,6,0,0,0,0,13,0,0,13,0,0,0
2017,BOS,AL,swihabl01,6,0,6,4,0,4,0,0,0,0,0,0,0,0,2,1,4
2018,BOS,AL,swihabl01,82,41,82,60,0,28,10,1,3,0,9,0,14,21,14,19,7
2019,ARI,NL,swihabl01,31,11,31,19,0,0,1,0,0,0,10,0,9,18,0,13,0
2019,BOS,AL,swihabl01,12,6,12,10,0,8,1,0,0,0,1,0,0,1,0,5,0
2015,ATL,NL,swishni01,46,36,46,36,0,0,12,0,0,0,25,0,2,26,1,9,0
2015,CLE,AL,swishni01,30,26,30,1,0,0,0,0,0,0,0,0,1,1,27,4,0
